Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	Fasta.headers	Peptides	Razor...unique.peptides	Unique.peptides	LFQ.intensity.Ubi4_1	LFQ.intensity.Ubi4_2	LFQ.intensity.Ubi4_3	LFQ.intensity.Ubi6_1	LFQ.intensity.Ubi6_2	LFQ.intensity.Ubi6_3	LFQ.intensity.Ctrl_1	LFQ.intensity.Ctrl_2	LFQ.intensity.Ctrl_3	LFQ.intensity.Ubi1_1	LFQ.intensity.Ubi1_2	LFQ.intensity.Ubi1_3	Only.identified.by.site	Reverse	Potential.contaminant
Q9UJY1;H0YG30	Q9UJY1;H0YG30	Heat shock protein beta-8	HSPB8	>sp|Q9UJY1|HSPB8_HUMAN Heat shock protein beta-8 OS=Homo sapiens GN=HSPB8 PE=1 SV=1;>tr|H0YG30|H0YG30_HUMAN Heat shock protein beta-8 (Fragment) OS=Homo sapiens GN=HSPB8 PE=1 SV=1	2	2	2	0	0	0	0	0	0	10750000	7198300	0	6231200	8800000	11524000			
Q9UK59;F5GWV2;Q9UK59-2;F8WAY1	Q9UK59;F5GWV2;Q9UK59-2	Lariat debranching enzyme	DBR1	>sp|Q9UK59|DBR1_HUMAN Lariat debranching enzyme OS=Homo sapiens GN=DBR1 PE=1 SV=2;>tr|F5GWV2|F5GWV2_HUMAN Lariat debranching enzyme OS=Homo sapiens GN=DBR1 PE=1 SV=1;>sp|Q9UK59-2|DBR1_HUMAN Isoform 2 of Lariat debranching enzyme OS=Homo sapiens GN=DBR1	8	8	8	31781000	31385000	35688000	43382000	32805000	50430000	43865000	48160000	39767000	40125000	43484000	27988000			
Q9UKI8-5;Q9UKI8;Q9UKI8-2;B3KRP1;Q9UKI8-3;Q9UKI8-4;F8W7X8;J3QLK5;Q86UE8-3;Q86UE8-2;Q86UE8	Q9UKI8-5;Q9UKI8;Q9UKI8-2;B3KRP1;Q9UKI8-3;Q9UKI8-4	Serine/threonine-protein kinase tousled-like 1	TLK1	>sp|Q9UKI8-5|TLK1_HUMAN Isoform 5 of Serine/threonine-protein kinase tousled-like 1 OS=Homo sapiens GN=TLK1;>sp|Q9UKI8|TLK1_HUMAN Serine/threonine-protein kinase tousled-like 1 OS=Homo sapiens GN=TLK1 PE=1 SV=2;>sp|Q9UKI8-2|TLK1_HUMAN Isoform 2 of Serine/t	3	3	3	0	0	0	0	0	0	0	3751200	5456300	0	0	0			
Q9UKJ3;Q9UKJ3-2;K7EKU0;Q7Z570;A4D1E1	Q9UKJ3;Q9UKJ3-2	G patch domain-containing protein 8	GPATCH8	>sp|Q9UKJ3|GPTC8_HUMAN G patch domain-containing protein 8 OS=Homo sapiens GN=GPATCH8 PE=1 SV=2;>sp|Q9UKJ3-2|GPTC8_HUMAN Isoform 2 of G patch domain-containing protein 8 OS=Homo sapiens GN=GPATCH8	59	59	59	1.40E+09	1759800000	1478400000	1.82E+09	1853500000	1406100000	2041800000	2406500000	2.12E+09	1859500000	1888500000	1.78E+09			
Q9UKK3	Q9UKK3	Poly [ADP-ribose] polymerase 4	PARP4	>sp|Q9UKK3|PARP4_HUMAN Poly [ADP-ribose] polymerase 4 OS=Homo sapiens GN=PARP4 PE=1 SV=3	3	3	3	0	0	0	0	6502300	9013500	6063300	6348500	0	8980500	4781200	4883400			
Q9UKM7;H0YGV7;H0YG20;B3KQC5;H0YGQ1;H0YFV8	Q9UKM7;H0YGV7;H0YG20;B3KQC5	"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"	MAN1B1	">sp|Q9UKM7|MA1B1_HUMAN Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Homo sapiens GN=MAN1B1 PE=1 SV=2;>tr|H0YGV7|H0YGV7_HUMAN Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (Fragment) OS=Homo sapiens GN=MAN1B"	6	6	6	0	0	0	0	0	0	11371000	14129000	12792000	12204000	13148000	12623000			
Q9UKN8;F2Z356	Q9UKN8	General transcription factor 3C polypeptide 4	GTF3C4	>sp|Q9UKN8|TF3C4_HUMAN General transcription factor 3C polypeptide 4 OS=Homo sapiens GN=GTF3C4 PE=1 SV=2	16	16	16	45605000	65250000	50186000	69003000	47103000	40039000	52971000	60266000	39184000	49335000	48419000	52760000			
Q9UKV8-2;Q9UKV8;Q9HCK5	Q9UKV8-2;Q9UKV8	Protein argonaute-2	AGO2	>sp|Q9UKV8-2|AGO2_HUMAN Isoform 2 of Protein argonaute-2 OS=Homo sapiens GN=AGO2;>sp|Q9UKV8|AGO2_HUMAN Protein argonaute-2 OS=Homo sapiens GN=AGO2 PE=1 SV=3	16	16	12	33315000	30071000	0	27793000	22721000	36196000	34853000	48079000	52519000	33086000	39364000	43579000			
Q9UKX7-2;Q9UKX7;B4E2D3;B0QY21	Q9UKX7-2;Q9UKX7	Nuclear pore complex protein Nup50	NUP50	>sp|Q9UKX7-2|NUP50_HUMAN Isoform 2 of Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50;>sp|Q9UKX7|NUP50_HUMAN Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2	15	15	15	57952000	69855000	73297000	73526000	60530000	66658000	54962000	59887000	56377000	68315000	59279000	49254000			
Q9ULC4;Q9ULC4-3;Q9ULC4-2	Q9ULC4;Q9ULC4-3;Q9ULC4-2	Malignant T-cell-amplified sequence 1	MCTS1	>sp|Q9ULC4|MCTS1_HUMAN Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1;>sp|Q9ULC4-3|MCTS1_HUMAN Isoform 3 of Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1;>sp|Q9ULC4-2|MCTS1_HUMAN Isoform 2 of Malignant T-cell-ampl	3	3	3	0	0	0	7525400	0	7043100	0	0	0	0	0	0			
Q9ULF5;B4DGU0;E7ENT5;E7EV45	Q9ULF5	Zinc transporter ZIP10	SLC39A10	>sp|Q9ULF5|S39AA_HUMAN Zinc transporter ZIP10 OS=Homo sapiens GN=SLC39A10 PE=1 SV=2	24	24	24	2.50E+09	2618700000	2423300000	2682500000	2239900000	2664600000	2581200000	2614800000	2909200000	2401400000	2660400000	2.49E+09			
Q9ULG1;H0YMN5;H0YNL3	Q9ULG1;H0YMN5	DNA helicase INO80	INO80	>sp|Q9ULG1|INO80_HUMAN DNA helicase INO80 OS=Homo sapiens GN=INO80 PE=1 SV=2;>tr|H0YMN5|H0YMN5_HUMAN DNA helicase INO80 OS=Homo sapiens GN=INO80 PE=1 SV=1	13	13	13	46078000	51091000	39935000	34110000	54281000	45114000	15685000	37021000	31107000	44554000	37547000	28093000			
Q9ULR0;Q9ULR0-2;Q9ULR0-1	Q9ULR0;Q9ULR0-2;Q9ULR0-1	Pre-mRNA-splicing factor ISY1 homolog	ISY1	>sp|Q9ULR0|ISY1_HUMAN Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens GN=ISY1 PE=1 SV=3;>sp|Q9ULR0-2|ISY1_HUMAN Isoform 1 of Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens GN=ISY1;>sp|Q9ULR0-1|ISY1_HUMAN Isoform 2 of Pre-mRNA-splicing factor I	1	1	1	0	0	0	0	0	13189000	0	0	0	0	0	0			
Q9ULT8;G3V4V5;H0YJD4	Q9ULT8;G3V4V5;H0YJD4	E3 ubiquitin-protein ligase HECTD1	HECTD1	>sp|Q9ULT8|HECD1_HUMAN E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=3;>tr|G3V4V5|G3V4V5_HUMAN E3 ubiquitin-protein ligase HECTD1 (Fragment) OS=Homo sapiens GN=HECTD1 PE=1 SV=1;>tr|H0YJD4|H0YJD4_HUMAN E3 ubiquitin-protein ligase HECT	2	2	2	0	0	0	0	2774200	0	0	0	0	0	0	0			
Q9ULV4;Q9ULV4-2;Q9ULV4-3;H0YHL7;B4E3S0;F8W1H8;F8VUX3;F8VSA4;F8VRE9;F8VTT6;F8VVB7	Q9ULV4;Q9ULV4-2;Q9ULV4-3;H0YHL7;B4E3S0	Coronin-1C;Coronin	CORO1C	>sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1;>sp|Q9ULV4-2|COR1C_HUMAN Isoform 2 of Coronin-1C OS=Homo sapiens GN=CORO1C;>sp|Q9ULV4-3|COR1C_HUMAN Isoform 3 of Coronin-1C OS=Homo sapiens GN=CORO1C;>tr|H0YHL7|H0YHL7_HUMAN Coronin-1C (	4	4	4	8458000	8981700	9846900	14440000	0	7878100	15653000	0	0	9404800	0	0			
Q9ULX3;H3BUR4	Q9ULX3	RNA-binding protein NOB1	NOB1	>sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens GN=NOB1 PE=1 SV=1	9	9	9	42265000	62823000	44733000	43670000	38634000	39887000	42237000	43479000	43044000	36062000	37362000	32040000			
Q9ULX6;Q9ULX6-2;V9GZ50;M0R1Y5;M0R010;M0QYT7	Q9ULX6;Q9ULX6-2	A-kinase anchor protein 8-like	AKAP8L	>sp|Q9ULX6|AKP8L_HUMAN A-kinase anchor protein 8-like OS=Homo sapiens GN=AKAP8L PE=1 SV=3;>sp|Q9ULX6-2|AKP8L_HUMAN Isoform 2 of A-kinase anchor protein 8-like OS=Homo sapiens GN=AKAP8L	5	5	5	0	0	0	0	0	0	7999100	8926600	8583500	0	0	0			
Q9UMS4;F5GY56;H0YGF3;F5H2I0;H0YGZ5	Q9UMS4	Pre-mRNA-processing factor 19	PRPF19	>sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1	12	12	12	135540000	152710000	143330000	171560000	137010000	155780000	129220000	128110000	128120000	115590000	135800000	109560000			
Q9UMY1	Q9UMY1	Nucleolar protein 7	NOL7	>sp|Q9UMY1|NOL7_HUMAN Nucleolar protein 7 OS=Homo sapiens GN=NOL7 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1261600			
Q9UN37;I3L4J1;O75351;Q6PIW4	Q9UN37	Vacuolar protein sorting-associated protein 4A	VPS4A	>sp|Q9UN37|VPS4A_HUMAN Vacuolar protein sorting-associated protein 4A OS=Homo sapiens GN=VPS4A PE=1 SV=1	5	5	4	22712000	40793000	23892000	32595000	29850000	21220000	16288000	18250000	19497000	22433000	18570000	23863000			
Q9UN86-2;Q9UN86;D6RAC7;D6RB17;D6RGJ4;D6RBM9;D6REX8;D6RBR0;D6RE13;D6RBW8;D6R9X5	Q9UN86-2;Q9UN86	Ras GTPase-activating protein-binding protein 2	G3BP2	>sp|Q9UN86-2|G3BP2_HUMAN Isoform B of Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens GN=G3BP2;>sp|Q9UN86|G3BP2_HUMAN Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens GN=G3BP2 PE=1 SV=2	17	17	14	1219700000	1366900000	1190200000	1360600000	1.40E+09	1515600000	1596300000	1448200000	1200200000	1448600000	1187600000	1480300000			
Q9UNE7;Q9UNE7-2;H3BTA3;H3BUD0;H3BS86	Q9UNE7;Q9UNE7-2;H3BTA3	E3 ubiquitin-protein ligase CHIP	STUB1	>sp|Q9UNE7|CHIP_HUMAN E3 ubiquitin-protein ligase CHIP OS=Homo sapiens GN=STUB1 PE=1 SV=2;>sp|Q9UNE7-2|CHIP_HUMAN Isoform 2 of E3 ubiquitin-protein ligase CHIP OS=Homo sapiens GN=STUB1;>tr|H3BTA3|H3BTA3_HUMAN E3 ubiquitin-protein ligase CHIP (Fragment) OS=	13	13	13	174110000	207020000	198780000	186080000	220660000	173110000	158320000	158540000	198960000	190550000	179860000	179700000			
Q9UNI6;V9GYV5;V9GY92	Q9UNI6;V9GYV5;V9GY92	Dual specificity protein phosphatase 12	DUSP12	>sp|Q9UNI6|DUS12_HUMAN Dual specificity protein phosphatase 12 OS=Homo sapiens GN=DUSP12 PE=1 SV=1;>tr|V9GYV5|V9GYV5_HUMAN Dual-specificity protein phosphatase 12 OS=Homo sapiens GN=DUSP12 PE=1 SV=1;>tr|V9GY92|V9GY92_HUMAN Dual-specificity protein phosphat	2	2	2	0	0	0	7151500	0	11244000	0	0	0	0	0	0			
Q9UNM6;Q9UNM6-2;J3KNQ3;E9PL38;H0YD73	Q9UNM6;Q9UNM6-2;J3KNQ3;E9PL38;H0YD73	26S proteasome non-ATPase regulatory subunit 13	PSMD13	>sp|Q9UNM6|PSD13_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2;>sp|Q9UNM6-2|PSD13_HUMAN Isoform 2 of 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13;>tr|J3KNQ3|J3KNQ3_HUMAN 26S proteasom	8	8	8	40903000	40815000	43657000	68806000	82763000	90414000	0	0	0	0	0	0			
Q9UNQ2;D6RCL3	Q9UNQ2	Probable dimethyladenosine transferase	DIMT1	>sp|Q9UNQ2|DIM1_HUMAN Probable dimethyladenosine transferase OS=Homo sapiens GN=DIMT1 PE=1 SV=1	4	4	4	0	11687000	18002000	16841000	16137000	18892000	0	0	0	0	0	0			
Q9UNX4	Q9UNX4	WD repeat-containing protein 3	WDR3	>sp|Q9UNX4|WDR3_HUMAN WD repeat-containing protein 3 OS=Homo sapiens GN=WDR3 PE=1 SV=1	4	4	4	0	0	0	4787900	0	7881700	0	0	0	0	4395700	0			
Q9UNY4-2;Q9UNY4	Q9UNY4-2;Q9UNY4	Transcription termination factor 2	TTF2	>sp|Q9UNY4-2|TTF2_HUMAN Isoform 2 of Transcription termination factor 2 OS=Homo sapiens GN=TTF2;>sp|Q9UNY4|TTF2_HUMAN Transcription termination factor 2 OS=Homo sapiens GN=TTF2 PE=1 SV=2	2	2	2	0	0	0	0	5826300	0	0	0	0	0	0	0			
Q9UNZ5;K7ESE5	Q9UNZ5;K7ESE5	Leydig cell tumor 10 kDa protein homolog	C19orf53	>sp|Q9UNZ5|L10K_HUMAN Leydig cell tumor 10 kDa protein homolog OS=Homo sapiens GN=C19orf53 PE=1 SV=1;>tr|K7ESE5|K7ESE5_HUMAN Leydig cell tumor 10 kDa protein homolog OS=Homo sapiens GN=C19orf53 PE=1 SV=1	2	2	2	0	0	0	52847000	58005000	0	0	0	0	38409000	38339000	0			
Q9UPN9-2;Q9UPN9;H0Y612;E7EN20	Q9UPN9-2;Q9UPN9;H0Y612;E7EN20	E3 ubiquitin-protein ligase TRIM33	TRIM33	>sp|Q9UPN9-2|TRI33_HUMAN Isoform Beta of E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33;>sp|Q9UPN9|TRI33_HUMAN E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33 PE=1 SV=3;>tr|H0Y612|H0Y612_HUMAN E3 ubiquitin-protein ligase TRIM33 (	5	5	5	0	0	12979000	0	0	0	0	0	0	12833000	0	23332000			
Q9UPQ9-1;Q9UPQ9;H0Y720;Q9UPQ9-2	Q9UPQ9-1;Q9UPQ9;H0Y720	Trinucleotide repeat-containing gene 6B protein	TNRC6B	>sp|Q9UPQ9-1|TNR6B_HUMAN Isoform 2 of Trinucleotide repeat-containing gene 6B protein OS=Homo sapiens GN=TNRC6B;>sp|Q9UPQ9|TNR6B_HUMAN Trinucleotide repeat-containing gene 6B protein OS=Homo sapiens GN=TNRC6B PE=1 SV=4;>tr|H0Y720|H0Y720_HUMAN Trinucleotide	9	9	9	9270600	13780000	10436000	13606000	11044000	11323000	10796000	11470000	11539000	10380000	12710000	14083000			
Q9UPS6-2;Q9UPS6	Q9UPS6-2;Q9UPS6	Histone-lysine N-methyltransferase SETD1B	SETD1B	>sp|Q9UPS6-2|SET1B_HUMAN Isoform 2 of Histone-lysine N-methyltransferase SETD1B OS=Homo sapiens GN=SETD1B;>sp|Q9UPS6|SET1B_HUMAN Histone-lysine N-methyltransferase SETD1B OS=Homo sapiens GN=SETD1B PE=1 SV=3	35	35	34	540250000	532580000	521090000	505720000	577970000	511490000	500440000	562460000	554720000	582710000	562120000	570730000			
Q9UPT9-2;Q9UPT9;A6NNY8	Q9UPT9-2;Q9UPT9	Ubiquitin carboxyl-terminal hydrolase 22	USP22	>sp|Q9UPT9-2|UBP22_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 22 OS=Homo sapiens GN=USP22;>sp|Q9UPT9|UBP22_HUMAN Ubiquitin carboxyl-terminal hydrolase 22 OS=Homo sapiens GN=USP22 PE=1 SV=2	3	3	3	0	0	0	0	0	0	0	0	4018300	0	0	0			
Q9UPW0-2;Q9UPW0;C9JVP0;F6VXT0;H7C1Y6;H0YJG3;S4R3U5;C9JXI1;H0YJ94;H0YJ22;H0YJ54;G3V3A7;C9JTA7;Q96NZ1-3;P32314-2;Q92949;P32314;O00409-2;O00409;Q96NZ1;O15353	Q9UPW0-2;Q9UPW0;C9JVP0	Forkhead box protein J3	FOXJ3	">sp|Q9UPW0-2|FOXJ3_HUMAN Isoform 2 of Forkhead box protein J3 OS=Homo sapiens GN=FOXJ3;>sp|Q9UPW0|FOXJ3_HUMAN Forkhead box protein J3 OS=Homo sapiens GN=FOXJ3 PE=1 SV=2;>tr|C9JVP0|C9JVP0_HUMAN Forkhead box J3, isoform CRA_b (Fragment) OS=Homo sapiens GN=FO"	12	12	11	791590000	662060000	1140500000	986560000	806680000	882730000	1191700000	1083500000	1284100000	942630000	1318300000	1227100000			
Q9UQ13-2;Q9UQ13;X6RI37	Q9UQ13-2;Q9UQ13	Leucine-rich repeat protein SHOC-2	SHOC2	>sp|Q9UQ13-2|SHOC2_HUMAN Isoform 2 of Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2;>sp|Q9UQ13|SHOC2_HUMAN Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2 PE=1 SV=2	6	6	6	0	0	37360000	0	0	0	23308000	15553000	18326000	38361000	31462000	41655000			
Q9UQ35;Q9UQ35-2;I3L182;I3L4D8;I3L1I8;Q9UQ35-3;I3L1C0;I3L3Q8	Q9UQ35;Q9UQ35-2	Serine/arginine repetitive matrix protein 2	SRRM2	>sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2;>sp|Q9UQ35-2|SRRM2_HUMAN Isoform 2 of Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2	30	30	30	180140000	146900000	172800000	152360000	142530000	141130000	196170000	176200000	134980000	182900000	173810000	182320000			
Q9UQ80;F8VR77;H0YIN7;F8W0A3	Q9UQ80;F8VR77	Proliferation-associated protein 2G4	PA2G4	>sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3;>tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=1	5	5	5	0	55319000	0	0	0	0	43030000	32491000	31839000	0	0	0			
Q9UQ88;E7ESP2	Q9UQ88	Cyclin-dependent kinase 11A	CDK11A	>sp|Q9UQ88|CD11A_HUMAN Cyclin-dependent kinase 11A OS=Homo sapiens GN=CDK11A PE=1 SV=4	45	3	1	0	0	0	21476000	0	23499000	18614000	16391000	21662000	0	0	15433000			
Q9UQE7	Q9UQE7	Structural maintenance of chromosomes protein 3	SMC3	>sp|Q9UQE7|SMC3_HUMAN Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2	10	10	10	40758000	37798000	30658000	0	34641000	34380000	34214000	38913000	22517000	34594000	34052000	26872000			
Q9UQR1;Q6PJ98;G5E9X2	Q9UQR1;Q6PJ98;G5E9X2	Zinc finger protein 148	ZNF148	>sp|Q9UQR1|ZN148_HUMAN Zinc finger protein 148 OS=Homo sapiens GN=ZNF148 PE=1 SV=2;>tr|Q6PJ98|Q6PJ98_HUMAN ZNF148 protein OS=Homo sapiens GN=ZNF148 PE=1 SV=1;>tr|G5E9X2|G5E9X2_HUMAN Zinc finger protein 148 OS=Homo sapiens GN=ZNF148 PE=1 SV=1	2	2	2	14663000	0	0	14001000	0	0	0	0	0	0	0	0			
Q9Y217	Q9Y217	Myotubularin-related protein 6	MTMR6	>sp|Q9Y217|MTMR6_HUMAN Myotubularin-related protein 6 OS=Homo sapiens GN=MTMR6 PE=1 SV=3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2638300			
Q9Y223;Q9Y223-2;Q9Y223-4;Q9Y223-3;Q9Y223-5	Q9Y223;Q9Y223-2;Q9Y223-4;Q9Y223-3;Q9Y223-5	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase;UDP-N-acetylglucosamine 2-epimerase (hydrolyzing);N-acetylmannosamine kinase	GNE	>sp|Q9Y223|GLCNE_HUMAN Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Homo sapiens GN=GNE PE=1 SV=1;>sp|Q9Y223-2|GLCNE_HUMAN Isoform 2 of Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Homo sa	12	12	12	80492000	117160000	88221000	63105000	8.20E+07	71645000	60242000	73052000	70951000	70470000	63365000	77597000			
Q9Y224;G3V4C6;H0YJB9;G3V4E7	Q9Y224;G3V4C6	UPF0568 protein C14orf166	C14orf166	>sp|Q9Y224|CN166_HUMAN UPF0568 protein C14orf166 OS=Homo sapiens GN=C14orf166 PE=1 SV=1;>tr|G3V4C6|G3V4C6_HUMAN UPF0568 protein C14orf166 OS=Homo sapiens GN=C14orf166 PE=1 SV=1	18	18	18	2467200000	2775200000	2500900000	2174900000	2333200000	2514300000	2459700000	2354600000	2307100000	1953300000	2068200000	2418300000			
Q9Y230;B3KQ59;M0R0Y3;X6R2L4;M0QXI6;M0R0Z0;M0QXZ7	Q9Y230;B3KQ59;M0R0Y3	RuvB-like 2	RUVBL2	>sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3;>tr|B3KQ59|B3KQ59_HUMAN RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=1;>tr|M0R0Y3|M0R0Y3_HUMAN RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=1	17	17	17	381390000	370900000	345790000	304090000	348980000	317540000	264440000	265570000	267100000	302100000	276210000	270030000			
Q9Y263;E5RIM3;H0YBW4;H0YC16;H0YAU9	Q9Y263;E5RIM3	Phospholipase A-2-activating protein	PLAA	>sp|Q9Y263|PLAP_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2;>tr|E5RIM3|E5RIM3_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=1	21	21	21	145960000	205900000	173440000	142540000	186180000	142710000	151680000	156900000	133700000	158860000	149230000	122450000			
Q9Y265;Q9Y265-2;E7ETR0;H7C4G5;J3QLR1;H7C4I3	Q9Y265;Q9Y265-2;E7ETR0	RuvB-like 1	RUVBL1	>sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1;>sp|Q9Y265-2|RUVB1_HUMAN Isoform 2 of RuvB-like 1 OS=Homo sapiens GN=RUVBL1;>tr|E7ETR0|E7ETR0_HUMAN RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1	18	18	18	298450000	269630000	228340000	212980000	327230000	279690000	217100000	232500000	209540000	188180000	209430000	214140000			
Q9Y276;C9J8G3;C9JAS4;C9J1S9;C9J4Q9;H7BZF6;H7C492	Q9Y276;C9J8G3;C9JAS4	Mitochondrial chaperone BCS1	BCS1L	>sp|Q9Y276|BCS1_HUMAN Mitochondrial chaperone BCS1 OS=Homo sapiens GN=BCS1L PE=1 SV=1;>tr|C9J8G3|C9J8G3_HUMAN Mitochondrial chaperone BCS1 (Fragment) OS=Homo sapiens GN=BCS1L PE=1 SV=1;>tr|C9JAS4|C9JAS4_HUMAN Mitochondrial chaperone BCS1 (Fragment) OS=Homo	6	6	6	16050000	0	47179000	0	0	0	26560000	29231000	42909000	31849000	35108000	28094000			
Q9Y285;K7ER00;B4E363;K7ER16;K7EK06;K7EPH2;K7ERS0	Q9Y285;K7ER00;B4E363;K7ER16	Phenylalanine--tRNA ligase alpha subunit	FARSA	>sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens GN=FARSA PE=1 SV=3;>tr|K7ER00|K7ER00_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens GN=FARSA PE=1 SV=1;>tr|B4E363|B4E363_HUMAN Phenylalanine--tRNA ligase alpha s	13	13	13	132640000	130730000	126320000	139670000	119140000	122380000	111410000	140380000	140520000	121730000	131890000	126080000			
Q9Y295;H0YI06	Q9Y295	Developmentally-regulated GTP-binding protein 1	DRG1	>sp|Q9Y295|DRG1_HUMAN Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1	9	9	9	27608000	39114000	31153000	25676000	33701000	0	38112000	31046000	27812000	21811000	25881000	36324000			
Q9Y2A7;Q9Y2A7-2	Q9Y2A7;Q9Y2A7-2	Nck-associated protein 1	NCKAP1	>sp|Q9Y2A7|NCKP1_HUMAN Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1 PE=1 SV=1;>sp|Q9Y2A7-2|NCKP1_HUMAN Isoform 2 of Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1	7	7	7	34200000	38923000	0	0	0	0	30864000	25622000	31601000	32287000	33598000	34976000			
Q9Y2D9	Q9Y2D9	Zinc finger protein 652	ZNF652	>sp|Q9Y2D9|ZN652_HUMAN Zinc finger protein 652 OS=Homo sapiens GN=ZNF652 PE=1 SV=3	19	19	4	150320000	178750000	159520000	213200000	191360000	175370000	220710000	275130000	290950000	262740000	216440000	245200000			
Q9Y2G5;Q9Y2G5-2;Q9Y2G5-1;H7C2T5	Q9Y2G5;Q9Y2G5-2;Q9Y2G5-1;H7C2T5	GDP-fucose protein O-fucosyltransferase 2	POFUT2	>sp|Q9Y2G5|OFUT2_HUMAN GDP-fucose protein O-fucosyltransferase 2 OS=Homo sapiens GN=POFUT2 PE=1 SV=3;>sp|Q9Y2G5-2|OFUT2_HUMAN Isoform B of GDP-fucose protein O-fucosyltransferase 2 OS=Homo sapiens GN=POFUT2;>sp|Q9Y2G5-1|OFUT2_HUMAN Isoform A of GDP-fucose 	8	8	8	22980000	23984000	27315000	22672000	22610000	19991000	25195000	29240000	22670000	26801000	26675000	36510000			
Q9Y2H6-2;Q9Y2H6;G5E9X3;H7C507	Q9Y2H6-2;Q9Y2H6;G5E9X3	Fibronectin type-III domain-containing protein 3A	FNDC3A	>sp|Q9Y2H6-2|FND3A_HUMAN Isoform 2 of Fibronectin type-III domain-containing protein 3A OS=Homo sapiens GN=FNDC3A;>sp|Q9Y2H6|FND3A_HUMAN Fibronectin type-III domain-containing protein 3A OS=Homo sapiens GN=FNDC3A PE=1 SV=4;>tr|G5E9X3|G5E9X3_HUMAN Fibronect	3	3	3	15498000	14343000	11910000	0	0	0	19679000	0	20431000	0	0	0			
